|Name|Creature family|Source|Rarity|Size|Alignment|Trait|Level|Hp|Ac|Fortitude|Reflex|Will|Perception|Sense|Speed|
|[Wolliped](https://2e.aonprd.com/Monsters.aspx?ID=1369)||[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 295|Common|Large|N|[Animal](https://2e.aonprd.com/Traits.aspx?ID=9)|3|55|19|+10|+12|+5|+9|[low-light vision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=23), [scent](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33) (imprecise) 30 feet|35 feet; ice stride|
|[Wolverine](https://2e.aonprd.com/Monsters.aspx?ID=862)|[Wolverine](https://2e.aonprd.com/MonsterFamilies.aspx?ID=160)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 295<br><br>2.0|Common|Medium|N|[Animal](https://2e.aonprd.com/Traits.aspx?ID=9)|2|34|18|+9|+7|+6|+8|[low-light vision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=23), [scent (imprecise) 30 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33)|25 feet, burrow 10 feet, climb 10 feet|
|[Wood Giant](https://2e.aonprd.com/Monsters.aspx?ID=678)|[Giant](https://2e.aonprd.com/MonsterFamilies.aspx?ID=53)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 124<br><br>2.0|Common|Large|CG|[Giant](https://2e.aonprd.com/Traits.aspx?ID=79), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91)|6|120|24|+17|+14|+13|+15|low-light vision|35 feet|
|[Wood Golem](https://2e.aonprd.com/Monsters.aspx?ID=684)|[Golem](https://2e.aonprd.com/MonsterFamilies.aspx?ID=57)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 130<br><br>2.0|Uncommon|Medium|N|[Construct](https://2e.aonprd.com/Traits.aspx?ID=35), [Golem](https://2e.aonprd.com/Traits.aspx?ID=220), [Mindless](https://2e.aonprd.com/Traits.aspx?ID=108), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|6|95|23|+15|+16|+12|+12|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet|
|[Wood Scamp](https://2e.aonprd.com/Monsters.aspx?ID=2670)|[Elemental, Mephit](https://2e.aonprd.com/MonsterFamilies.aspx?ID=44)|[Rage of Elements](https://2e.aonprd.com/Sources.aspx?ID=205) pg. 205|Common|Small||[Elemental](https://2e.aonprd.com/Traits.aspx?ID=57), [Plant](https://2e.aonprd.com/Traits.aspx?ID=125), [Wood](https://2e.aonprd.com/Traits.aspx?ID=508)|1|24|14|+6|+4|+10|+3|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|20 feet, fly 25 feet|
|[Wood Wisp](https://2e.aonprd.com/Monsters.aspx?ID=2668)|[Elemental, Wisp](https://2e.aonprd.com/MonsterFamilies.aspx?ID=232)|[Rage of Elements](https://2e.aonprd.com/Sources.aspx?ID=205) pg. 204|Common|Tiny||[Elemental](https://2e.aonprd.com/Traits.aspx?ID=57), [Plant](https://2e.aonprd.com/Traits.aspx?ID=125), [Wood](https://2e.aonprd.com/Traits.aspx?ID=508)|0|20|16|+5|+2|+8|+6|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|fly 20 feet, climb 40 feet|
|[Woolly Rhinoceros](https://2e.aonprd.com/Monsters.aspx?ID=789)|[Rhinoceros](https://2e.aonprd.com/MonsterFamilies.aspx?ID=150)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 228<br><br>2.0|Common|Large|N|[Animal](https://2e.aonprd.com/Traits.aspx?ID=9)|6|100|25|+17|+11|+15|+11|[scent (imprecise) 30 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33)|35 feet|
|[Worm That Walks Cultist](https://2e.aonprd.com/Monsters.aspx?ID=864)|[Worm That Walks](https://2e.aonprd.com/MonsterFamilies.aspx?ID=161)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 297<br><br>2.0|Uncommon|Medium|CE|[Aberration](https://2e.aonprd.com/Traits.aspx?ID=1), [Swarm](https://2e.aonprd.com/Traits.aspx?ID=239), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|14|200 ( fast healing 10 )|36|+23|+28|+26|+25|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [tremorsense (imprecise) 30 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=40)|30 feet|
|[Wraith](https://2e.aonprd.com/Monsters.aspx?ID=417)|[Wraith](https://2e.aonprd.com/MonsterFamilies.aspx?ID=164)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 335|Common|Medium|LE|[Incorporeal](https://2e.aonprd.com/Traits.aspx?ID=222), [Undead](https://2e.aonprd.com/Traits.aspx?ID=160), [Wraith](https://2e.aonprd.com/Traits.aspx?ID=260)|6|80 ( negative healing )|24|+8|+14|+14|+14|darkvision, lifesense 60 feet|fly 40 feet|
|[Wrath Riot](https://2e.aonprd.com/Monsters.aspx?ID=2526)|[Demon Throng](https://2e.aonprd.com/MonsterFamilies.aspx?ID=337)|[Pathfinder #191: The Destiny War](https://2e.aonprd.com/Sources.aspx?ID=199) pg. 83|Rare|Gargantuan|CE|[Demon](https://2e.aonprd.com/Traits.aspx?ID=42), [Fiend](https://2e.aonprd.com/Traits.aspx?ID=70), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137), [Troop](https://2e.aonprd.com/Traits.aspx?ID=367)|16|300|39|+30|+27|+26|+28|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet, fly 35 feet|
|[Wyrmwraith](https://2e.aonprd.com/Monsters.aspx?ID=1370)|[Wyrmwraith](https://2e.aonprd.com/MonsterFamilies.aspx?ID=116)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 296, [Pathfinder #150: Broken Promises](https://2e.aonprd.com/Sources.aspx?ID=15) pg. 84|Rare|Gargantuan|CE|[Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Incorporeal](https://2e.aonprd.com/Traits.aspx?ID=222), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137), [Undead](https://2e.aonprd.com/Traits.aspx?ID=160), [Wraith](https://2e.aonprd.com/Traits.aspx?ID=260)|17|280 ( negative healing )|39|+29|+32|+32|+29|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [lifesense](https://2e.aonprd.com/MonsterAbilities.aspx?ID=21) 120 feet|50 feet, fly 80 feet|
|[Wyrwood Sneak](https://2e.aonprd.com/Monsters.aspx?ID=1372)|[Wyrwood](https://2e.aonprd.com/MonsterFamilies.aspx?ID=278)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 298|Rare|Small|N|[Construct](https://2e.aonprd.com/Traits.aspx?ID=35), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137), [Wyrwood](https://2e.aonprd.com/Traits.aspx?ID=371)|1|16|17|+3|+9|+8|+6|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|20 feet|
|[Wyvern](https://2e.aonprd.com/Monsters.aspx?ID=162)|[Drake](https://2e.aonprd.com/MonsterFamilies.aspx?ID=36)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 133|Common|Large|NE|[Dragon](https://2e.aonprd.com/Traits.aspx?ID=50)|6|95|24|+16|+12|+13|+13|darkvision, scent (imprecise) 30 feet|20 feet, fly 60 feet|
|[Xae](https://2e.aonprd.com/Monsters.aspx?ID=2378)||[Kingmaker Companion Guide](https://2e.aonprd.com/Sources.aspx?ID=151) pg. 38|Common|Small|CN|[Ghost](https://2e.aonprd.com/Traits.aspx?ID=217), [Incorporeal](https://2e.aonprd.com/Traits.aspx?ID=222), [Spirit](https://2e.aonprd.com/Traits.aspx?ID=149), [Undead](https://2e.aonprd.com/Traits.aspx?ID=160)|11|150 ( negative healing , rejuvenation)|28|+19|+20|+19|+19|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|fly 25 feet|
|[Xill](https://2e.aonprd.com/Monsters.aspx?ID=866)||[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 299<br><br>2.0|Uncommon|Medium|LE|[Aberration](https://2e.aonprd.com/Traits.aspx?ID=1), [Ethereal](https://2e.aonprd.com/Traits.aspx?ID=63), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|6|100|24|+15|+17|+11|+15|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|35 feet|
|[Xilvirek](https://2e.aonprd.com/Monsters.aspx?ID=534)||[Pathfinder #154: Siege of the Dinosaurs](https://2e.aonprd.com/Sources.aspx?ID=31) pg. 84|Uncommon|Large|CE|[Fiend](https://2e.aonprd.com/Traits.aspx?ID=70), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|12|215|34|+26|+21|+19|+23|darkvision, psionic scent (imprecise) 120 feet|40 feet, swim 30 feet|
|[Ximtal](https://2e.aonprd.com/Monsters.aspx?ID=1284)|[Sahkil](https://2e.aonprd.com/MonsterFamilies.aspx?ID=208)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 221|Common|Large|NE|[Fiend](https://2e.aonprd.com/Traits.aspx?ID=70), [Sahkil](https://2e.aonprd.com/Traits.aspx?ID=333)|17|380|39|+32|+26|+28|+30|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [_true seeing_](https://2e.aonprd.com/Spells.aspx?ID=344)|40 feet, climb 20 feet, fly 40 feet|
|[Xiuh Couatl](https://2e.aonprd.com/Monsters.aspx?ID=1105)|[Couatl](https://2e.aonprd.com/MonsterFamilies.aspx?ID=128)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 57|Rare|Large|NG|[Beast](https://2e.aonprd.com/Traits.aspx?ID=20), [Couatl](https://2e.aonprd.com/Traits.aspx?ID=298), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|12|220|33|+20|+19|+25|+23|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), thoughtsense (imprecise) 60 feet|20 feet, fly 60 feet|
|[Xorn](https://2e.aonprd.com/Monsters.aspx?ID=184)|[Elemental, Earth](https://2e.aonprd.com/MonsterFamilies.aspx?ID=42)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 146|Common|Medium|N|[Earth](https://2e.aonprd.com/Traits.aspx?ID=55), [Elemental](https://2e.aonprd.com/Traits.aspx?ID=57)|7|115|25|+18|+11|+13|+15|darkvision, tremorsense (imprecise) 60 feet|20 feet, burrow 20 feet; earth glide|
|[Xotanispawn](https://2e.aonprd.com/Monsters.aspx?ID=487)||[Pathfinder #149: Against the Scarlet Triad](https://2e.aonprd.com/Sources.aspx?ID=14) pg. 91|Rare|Large|CE|[Animal](https://2e.aonprd.com/Traits.aspx?ID=9), [Fire](https://2e.aonprd.com/Traits.aspx?ID=72), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|17|340|40|+31|+29|+23|+29|darkvision, tremorsense (imprecise) 60 feet|40 feet, burrow 40 feet, climb 40 feet|
|[Xulgath Bilebearer](https://2e.aonprd.com/Monsters.aspx?ID=506)|[Xulgath](https://2e.aonprd.com/MonsterFamilies.aspx?ID=102)|[Pathfinder #151: The Show Must Go On](https://2e.aonprd.com/Sources.aspx?ID=21) pg. 87|Common|Medium|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Xulgath](https://2e.aonprd.com/Traits.aspx?ID=244)|2|30|18|+8|+10|+4|+6|darkvision|25 feet|
|[Xulgath Bomber](https://2e.aonprd.com/Monsters.aspx?ID=2105)||[Pathfinder #153: Life's Long Shadows](https://2e.aonprd.com/Sources.aspx?ID=29) pg. 28|Uncommon|Medium|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159), [Xulgath](https://2e.aonprd.com/Traits.aspx?ID=244)|7|115|25|+12|+17|+15|+15|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet|
|[Xulgath Deepmouth](https://2e.aonprd.com/Monsters.aspx?ID=881)|[Xulgath](https://2e.aonprd.com/MonsterFamilies.aspx?ID=102)|[Pathfinder #155: Lord of the Black Sands](https://2e.aonprd.com/Sources.aspx?ID=33) pg. 85|Uncommon|Medium|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159), [Xulgath](https://2e.aonprd.com/Traits.aspx?ID=244)|12|215|33|+18|+22|+25|+26|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet|
|[Xulgath Gutrager](https://2e.aonprd.com/Monsters.aspx?ID=535)|[Xulgath](https://2e.aonprd.com/MonsterFamilies.aspx?ID=102)|[Pathfinder #154: Siege of the Dinosaurs](https://2e.aonprd.com/Sources.aspx?ID=31) pg. 85|Common|Medium|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Xulgath](https://2e.aonprd.com/Traits.aspx?ID=244)|10|190|28|+23|+22|+17|+19|darkvision|40 feet|
|[Xulgath Hardscale](https://2e.aonprd.com/Monsters.aspx?ID=2123)||[Pathfinder #154: Siege of the Dinosaurs](https://2e.aonprd.com/Sources.aspx?ID=31) pg. 53|Common|Medium|NE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Xulgath](https://2e.aonprd.com/Traits.aspx?ID=244)|12|215|32|+25|+22|+19|+21|(23 when using for initiative)|25 feet|
|[Xulgath Herd-Tender](https://2e.aonprd.com/Monsters.aspx?ID=2112)||[Pathfinder #154: Siege of the Dinosaurs](https://2e.aonprd.com/Sources.aspx?ID=31) pg. 10|Common|Medium|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Xulgath](https://2e.aonprd.com/Traits.aspx?ID=244)|8|135|27|+18|+16|+14|+17|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet|
|[Xulgath Leader](https://2e.aonprd.com/Monsters.aspx?ID=420)|[Xulgath](https://2e.aonprd.com/MonsterFamilies.aspx?ID=102)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 337|Common|Medium|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Xulgath](https://2e.aonprd.com/Traits.aspx?ID=244)|3|44|20|+9|+6|+9|+9|darkvision|25 feet|
|[Xulgath Mage](https://2e.aonprd.com/Monsters.aspx?ID=2019)||[Pathfinder #152: Legacy of the Lost God](https://2e.aonprd.com/Sources.aspx?ID=23) pg. 27|Common|Medium|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Xulgath](https://2e.aonprd.com/Traits.aspx?ID=244)|7|115|23|+12|+13|+14|+12|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet|
|[Xulgath Ravening](https://2e.aonprd.com/Monsters.aspx?ID=2606)||[Pathfinder #193: Mantle of Gold](https://2e.aonprd.com/Sources.aspx?ID=206) pg. 91|Rare|Gargantuan|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137), [Troop](https://2e.aonprd.com/Traits.aspx?ID=367), [Xulgath](https://2e.aonprd.com/Traits.aspx?ID=244)|4|72|20|+14|+12|+8|+11|darkvision|25 feet; troop movement|
|[Xulgath Roughrider](https://2e.aonprd.com/Monsters.aspx?ID=2114)||[Pathfinder #154: Siege of the Dinosaurs](https://2e.aonprd.com/Sources.aspx?ID=31) pg. 23|Common|Medium|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Xulgath](https://2e.aonprd.com/Traits.aspx?ID=244)|11|195|31|+22|+23|+19|+21|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|30 feet|
|[Xulgath Skirmisher](https://2e.aonprd.com/Monsters.aspx?ID=2104)||[Pathfinder #153: Life's Long Shadows](https://2e.aonprd.com/Sources.aspx?ID=29) pg. 27|Uncommon|Medium|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159), [Xulgath](https://2e.aonprd.com/Traits.aspx?ID=244)|6|95|24|+13|+16|+13|+15|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|30 feet, light step|
|[Xulgath Skulker](https://2e.aonprd.com/Monsters.aspx?ID=419)|[Xulgath](https://2e.aonprd.com/MonsterFamilies.aspx?ID=102)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 337|Common|Medium|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Xulgath](https://2e.aonprd.com/Traits.aspx?ID=244)|2|28|19|+8|+10|+5|+7|darkvision|25 feet|
|[Xulgath Spinesnapper](https://2e.aonprd.com/Monsters.aspx?ID=514)|[Xulgath](https://2e.aonprd.com/MonsterFamilies.aspx?ID=102)|[Pathfinder #152: Legacy of the Lost God](https://2e.aonprd.com/Sources.aspx?ID=23) pg. 84|Common|Large|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Xulgath](https://2e.aonprd.com/Traits.aspx?ID=244)|5|95|21|+15|+10|+9|+11|darkvision|25 feet|
|[Xulgath Stoneliege](https://2e.aonprd.com/Monsters.aspx?ID=524)|[Xulgath](https://2e.aonprd.com/MonsterFamilies.aspx?ID=102)|[Pathfinder #153: Life's Long Shadows](https://2e.aonprd.com/Sources.aspx?ID=29) pg. 84|Uncommon|Medium|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159), [Xulgath](https://2e.aonprd.com/Traits.aspx?ID=244)|8|135|26|+20|+12|+14|+14|darkvision, tremorsense (imprecise) 30 feet|20 feet, burrow 10 feet|
|[Xulgath Thoughtmaw](https://2e.aonprd.com/Monsters.aspx?ID=982)|[Xulgath](https://2e.aonprd.com/MonsterFamilies.aspx?ID=102)|[Pathfinder #156: The Apocalypse Prophet](https://2e.aonprd.com/Sources.aspx?ID=36) pg. 85|Rare|Medium|CE|[Amphibious](https://2e.aonprd.com/Traits.aspx?ID=207), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137), [Xulgath](https://2e.aonprd.com/Traits.aspx?ID=244)|15|280|36|+23|+26|+30|+30|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), thoughtsense (imprecise) 60 feet|25 feet, fly 35 feet (from [_fly_](https://2e.aonprd.com/Spells.aspx?ID=125))|
|[Xulgath Warrior](https://2e.aonprd.com/Monsters.aspx?ID=418)|[Xulgath](https://2e.aonprd.com/MonsterFamilies.aspx?ID=102)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 336|Common|Medium|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Xulgath](https://2e.aonprd.com/Traits.aspx?ID=244)|1|21|16|+8|+7|+4|+6|darkvision|25 feet|
|[Yaganty](https://2e.aonprd.com/Monsters.aspx?ID=525)||[Pathfinder #153: Life's Long Shadows](https://2e.aonprd.com/Sources.aspx?ID=29) pg. 85|Uncommon|Large|LN|[Fey](https://2e.aonprd.com/Traits.aspx?ID=69), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|10|200|29|+23|+17|+21|+20|greater darkvision|20 feet|
|[Yaiafineti](https://2e.aonprd.com/Monsters.aspx?ID=2504)||[Pathfinder #189: Dreamers of the Nameless Spires](https://2e.aonprd.com/Sources.aspx?ID=195) pg. 87|Uncommon|Large|N|[Mindless](https://2e.aonprd.com/Traits.aspx?ID=108), [Plant](https://2e.aonprd.com/Traits.aspx?ID=125), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|8|170|24|+19|+11|+13|+16|pheromones (precise) 20 feet, [tremorsense](https://2e.aonprd.com/MonsterAbilities.aspx?ID=40) (imprecise) 120 feet, no vision|10 feet, climb 10 feet|
|[Yamaraj](https://2e.aonprd.com/Monsters.aspx?ID=770)|[Psychopomp](https://2e.aonprd.com/MonsterFamilies.aspx?ID=83)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 211<br><br>2.0|Uncommon|Huge|N|[Monitor](https://2e.aonprd.com/Traits.aspx?ID=111), [Psychopomp](https://2e.aonprd.com/Traits.aspx?ID=232), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|20|375 ( fast healing 20 , lightning drinker)|45|+33|+31|+35|+37|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [lifesense 240 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=21), [_true seeing_](https://2e.aonprd.com/Spells.aspx?ID=344)|35 feet, fly 50 feet, swim 30 feet|
|[Yeast Ooze](https://2e.aonprd.com/Monsters.aspx?ID=1929)|[Ooze](https://2e.aonprd.com/MonsterFamilies.aspx?ID=79)|[Pathfinder #178: Punks in a Powderkeg](https://2e.aonprd.com/Sources.aspx?ID=119) pg. 88|Rare|Large|N|[Mindless](https://2e.aonprd.com/Traits.aspx?ID=108), [Ooze](https://2e.aonprd.com/Traits.aspx?ID=122), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|2|60|12|+10|+3|+6|+6|motion sense 60 feet, no vision|20 feet, swim 20 feet|
|[Yellow Musk Brute](https://2e.aonprd.com/Monsters.aspx?ID=869)|[Yellow Musk Creeper](https://2e.aonprd.com/MonsterFamilies.aspx?ID=162)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 301<br><br>2.0|Common|Large|N|[Mindless](https://2e.aonprd.com/Traits.aspx?ID=108), [Plant](https://2e.aonprd.com/Traits.aspx?ID=125)|2|45|15|+10|+3|+6|+4|[low-light vision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=23)|25 feet|
|[Yellow Musk Creeper](https://2e.aonprd.com/Monsters.aspx?ID=867)|[Yellow Musk Creeper](https://2e.aonprd.com/MonsterFamilies.aspx?ID=162)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 300<br><br>2.0|Common|Medium|N|[Mindless](https://2e.aonprd.com/Traits.aspx?ID=108), [Plant](https://2e.aonprd.com/Traits.aspx?ID=125)|2|34|18|+10|+6|+4|+4|[tremorsense (imprecise) 30 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=40)|5 feet|
|[Yellow Musk Thrall](https://2e.aonprd.com/Monsters.aspx?ID=868)|[Yellow Musk Creeper](https://2e.aonprd.com/MonsterFamilies.aspx?ID=162)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 301<br><br>2.0|Common|Medium|N|[Mindless](https://2e.aonprd.com/Traits.aspx?ID=108), [Plant](https://2e.aonprd.com/Traits.aspx?ID=125)|-1|12|14|+6|+0|+2|+0|[low-light vision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=23)|25 feet|
|[Yeth Hound](https://2e.aonprd.com/Monsters.aspx?ID=870)||[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 302<br><br>2.0|Common|Medium|CE|[Beast](https://2e.aonprd.com/Traits.aspx?ID=20), [Fiend](https://2e.aonprd.com/Traits.aspx?ID=70)|3|55|18|+9|+12|+12|+9|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [scent (imprecise) 30 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33)|40 feet; [_air walk_](https://2e.aonprd.com/Spells.aspx?ID=6)|
|[Yeti](https://2e.aonprd.com/Monsters.aspx?ID=421)||[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 338|Uncommon|Large|N|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|5|115|21|+15|+11|+13|+15|darkvision, scent (imprecise) 30 feet|35 feet, climb 20 feet|
|[Yithian](https://2e.aonprd.com/Monsters.aspx?ID=1373)||[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 299|Rare|Large|LN|[Aberration](https://2e.aonprd.com/Traits.aspx?ID=1), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|9|112|27|+19|+14|+20|+21|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), thoughtsense (imprecise) 60 feet|20 feet, climb 10 feet|
|[Young Black Dragon](https://2e.aonprd.com/Monsters.aspx?ID=127)|[Dragon, Black](https://2e.aonprd.com/MonsterFamilies.aspx?ID=165)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 105|Common|Large|CE|[Acid](https://2e.aonprd.com/Traits.aspx?ID=3), [Amphibious](https://2e.aonprd.com/Traits.aspx?ID=207), [Dragon](https://2e.aonprd.com/Traits.aspx?ID=50)|7|125|25|+17|+12|+15|+15|darkvision, scent (imprecise) 60 feet|40 feet, fly 100 feet, swim 40 feet|
|[Young Blue Dragon](https://2e.aonprd.com/Monsters.aspx?ID=130)|[Dragon, Blue](https://2e.aonprd.com/MonsterFamilies.aspx?ID=166)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 107|Common|Large|LE|[Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Electricity](https://2e.aonprd.com/Traits.aspx?ID=56)|9|170|28|+19|+18|+19|+18|darkvision, scent (imprecise) 60 feet|30 feet, burrow 15 feet, fly 100 feet|
|[Young Brass Dragon](https://2e.aonprd.com/Monsters.aspx?ID=142)|[Dragon, Brass](https://2e.aonprd.com/MonsterFamilies.aspx?ID=170)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 117|Common|Large|CG|[Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Fire](https://2e.aonprd.com/Traits.aspx?ID=72)|7|125|25|+16|+15|+14|+15|darkvision, scent (imprecise) 60 feet, tremorsense (imprecise) 30 feet|40 feet, burrow 30 feet, fly 120 feet|
|[Young Brine Dragon](https://2e.aonprd.com/Monsters.aspx?ID=621)|[Dragon, Brine](https://2e.aonprd.com/MonsterFamilies.aspx?ID=175)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 87<br><br>2.0|Uncommon|Large|LN|[Amphibious](https://2e.aonprd.com/Traits.aspx?ID=207), [Dragon](https://2e.aonprd.com/Traits.aspx?ID=50), [Elemental](https://2e.aonprd.com/Traits.aspx?ID=57), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159), [Water](https://2e.aonprd.com/Traits.aspx?ID=165)|8|142|27|+18|+16|+16|+16|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [scent (imprecise) 60 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33)|30 feet, fly 100 feet, swim 50 feet|
